"Route_ID","Segment_Seq","From_Name","To_Name","Distance_m","Status","From_Code","To_Code"
"230_2",16,"As-Sahafa 502","As-Sahafa 503",1243.11,"✅ OK","53516","67817"
"230_2",17,"As-Sahafa 503","As-Sahafa 504",977.5,"✅ OK","67817","67811"
"230_2",18,"As-Sahafa 504","Olaya 105",618.71,"✅ OK","67811","67805"
"230_2",19,"Olaya 105","Ar-Rabi 602",5444.08,"✅ OK","67805","53329"
"230_2",20,"Ar-Rabi 602","Abi Bakr Alsiddiq 107",5825.1,"✅ OK","53329","53630"
"230_2",21,"Abi Bakr Alsiddiq 107","Abi Bakr Alsiddiq 108",1179.62,"✅ OK","53630","53628"
"230_2",22,"Abi Bakr Alsiddiq 108","Abi Bakr Alsiddiq 109",467.61,"✅ OK","53628","53626"
"230_2",23,"Abi Bakr Alsiddiq 109","Abi Bakr Alsiddiq 110",565.76,"✅ OK","53626","53624"
"230_2",24,"Abi Bakr Alsiddiq 110","Abi Bakr Alsiddiq 111",827.27,"✅ OK","53624","53622"
"230_2",25,"Abi Bakr Alsiddiq 111","Abi Bakr Alsiddiq 112",535,"✅ OK","53622","53620"
"230_2",26,"Abi Bakr Alsiddiq 112","Abi Bakr Alsiddiq 113",646.67,"✅ OK","53620","53618"
"230_2",27,"Abi Bakr Alsiddiq 113","Abi Bakr Alsiddiq 114",448.33,"✅ OK","53618","53616"
"230_2",28,"Abi Bakr Alsiddiq 114","King Abdullah 413",221.41,"✅ OK","53616","53614"
"230_2",29,"King Abdullah 413","King Abdullah 412",538.02,"✅ OK","53614","53610"
"230_2",30,"King Abdullah 412","King Abdullah 411",2140.39,"✅ OK","53610","53606"
"230_2",31,"King Abdullah 411","King Abdullah 410",493.05,"✅ OK","53606","53604"
"230_2",32,"King Abdullah 410","STC D",1060.74,"✅ OK","53604","53542"
"231_1",1,"King Abdullah 315","Othman Bin Affan 217",1860.52,"✅ OK","53465","53464"
"231_1",2,"Othman Bin Affan 217","Othman Bin Affan 216",459.23,"✅ OK","53464","53462"
"231_1",3,"Othman Bin Affan 216","Othman Bin Affan 215",527.56,"✅ OK","53462","53460"
"231_1",4,"Othman Bin Affan 215","Othman Bin Affan 214",563.69,"✅ OK","53460","53458"
"231_1",5,"Othman Bin Affan 214","Othman Bin Affan 213",596.21,"✅ OK","53458","53456"
"231_1",6,"Othman Bin Affan 213","Othman Bin Affan 212",792.66,"✅ OK","53456","53454"
"231_1",7,"Othman Bin Affan 212","Othman Bin Affan 210",1599.77,"✅ OK","53454","53450"
"231_1",8,"Othman Bin Affan 210","Othman Bin Affan 209",442.25,"✅ OK","53450","53401"
"231_1",9,"Othman Bin Affan 209","Othman Bin Affan 208",549.79,"✅ OK","53401","53447"
"231_1",10,"Othman Bin Affan 208","Al-Falah 601",2030.74,"✅ OK","53447","53221"
"231_1",11,"Al-Falah 601","Othman Bin Affan 207",338.97,"✅ OK","53221","53445"
"231_1",12,"Othman Bin Affan 207","Othman Bin Affan 206",669.56,"✅ OK","53445","53443"
"231_1",13,"Othman Bin Affan 206","Othman Bin Affan 205",633.17,"✅ OK","53443","53441"
"231_1",14,"Othman Bin Affan 205","Ath Thumamah 310",548.72,"✅ OK","53441","53539"
"231_1",15,"Ath Thumamah 310","Ath Thumamah 312",1290.46,"✅ OK","53539","53538"
"231_1",16,"Ath Thumamah 312","Ath Thumamah 413",6117.29,"✅ OK","53538","53537"
"231_1",17,"Ath Thumamah 413","Ath Thumamah 411",986.27,"✅ OK","53537","53535"
"231_1",18,"Ath Thumamah 411","Othman Bin Affan 204",1081.08,"✅ OK","53535","53439"
"231_1",19,"Othman Bin Affan 204","Othman Bin Affan 203",324.1,"✅ OK","53439","53437"
"231_1",20,"Othman Bin Affan 203","Othman Bin Affan 202",394.87,"✅ OK","53437","53435"
"231_1",21,"Othman Bin Affan 202","Othman Bin Affan 201",537.94,"✅ OK","53435","53433"
"231_1",22,"Othman Bin Affan 201","Anas Bin Malik 412",781.45,"✅ OK","53433","53431"
"231_1",23,"Anas Bin Malik 412","Anas Bin Malik 411",655.48,"✅ OK","53431","53427"
"231_1",24,"Anas Bin Malik 411","Anas Bin Malik 410",712.16,"✅ OK","53427","53425"
"231_1",25,"Anas Bin Malik 410","Anas Bin Malik 409",974.66,"✅ OK","53425","53421"
"231_1",26,"Anas Bin Malik 409","Anas Bin Malik 408",765.42,"✅ OK","53421","53419"
"231_1",27,"Anas Bin Malik 408","King Abdulaziz 203",691.07,"✅ OK","53419","54733"
"231_1",28,"King Abdulaziz 203","King Abdulaziz 202",679.23,"✅ OK","54733","54735"
"231_1",29,"King Abdulaziz 202","King Abdulaziz 201",391.34,"✅ OK","54735","54761"
"231_1",30,"King Abdulaziz 201","King Salman 404",1714.96,"✅ OK","54761","54762"
"231_1",31,"King Salman 404","King Salman 403",518.36,"✅ OK","54762","54765"
"231_1",32,"King Salman 403","Olaya 201",644.01,"✅ OK","54765","54763"
"231_2",1,"Olaya 201","King Salman 404",1816.79,"✅ OK","54763","54762"
"231_2",2,"King Salman 404","King Salman 304",4005.88,"✅ OK","54762","54764"
"231_2",3,"King Salman 304","King Salman 305",419.21,"✅ OK","54764","54767"
"231_2",4,"King Salman 305","King Abdulaziz 101",1123.67,"✅ OK","54767","54766"
"231_2",5,"King Abdulaziz 101","King Abdulaziz 102",800.51,"✅ OK","54766","54736"
"231_2",6,"King Abdulaziz 102","Anas Bin Malik 308",1241.36,"✅ OK","54736","53418"
"231_2",7,"Anas Bin Malik 308","Anas Bin Malik 309",793.83,"✅ OK","53418","53420"
"231_2",8,"Anas Bin Malik 309","Anas Bin Malik 310",968.18,"✅ OK","53420","53424"
"231_2",9,"Anas Bin Malik 310","Anas Bin Malik 311",725.86,"✅ OK","53424","53426"
"231_2",10,"Anas Bin Malik 311","Anas Bin Malik 312",630.29,"✅ OK","53426","53430"
"231_2",11,"Anas Bin Malik 312","Othman Bin Affan 101",518.48,"✅ OK","53430","53432"
"231_2",12,"Othman Bin Affan 101","Othman Bin Affan 102",1120.77,"✅ OK","53432","53434"
"231_2",13,"Othman Bin Affan 102","Othman Bin Affan 103",428.56,"✅ OK","53434","53436"
"231_2",14,"Othman Bin Affan 103","Othman Bin Affan 104",451.14,"✅ OK","53436","53438"
"231_2",15,"Othman Bin Affan 104","Ath Thumamah 408",1215.83,"✅ OK","53438","53529"
"231_2",16,"Ath Thumamah 408","Ath Thumamah 308",730.81,"✅ OK","53529","53530"
"231_2",17,"Ath Thumamah 308","Ath Thumamah 309",594.27,"✅ OK","53530","53532"
"231_2",18,"Ath Thumamah 309","Othman Bin Affan 105",867.75,"✅ OK","53532","53440"
"231_2",19,"Othman Bin Affan 105","Othman Bin Affan 106",684.13,"✅ OK","53440","53442"
"231_2",20,"Othman Bin Affan 106","Othman Bin Affan 107",416.52,"✅ OK","53442","53444"
"231_2",21,"Othman Bin Affan 107","An-Nada 503",1770.86,"✅ OK","53444","53315"
"231_2",22,"An-Nada 503","Othman Bin Affan 108",508.23,"✅ OK","53315","53446"
"231_2",23,"Othman Bin Affan 108","Othman Bin Affan 109",1014.82,"✅ OK","53446","53448"
"231_2",24,"Othman Bin Affan 109","Othman Bin Affan 110",574.84,"✅ OK","53448","53449"
"231_2",25,"Othman Bin Affan 110","Othman Bin Affan 111",888.85,"✅ OK","53449","53451"
"231_2",26,"Othman Bin Affan 111","Othman Bin Affan 112",594.73,"✅ OK","53451","53453"
"231_2",27,"Othman Bin Affan 112","Othman Bin Affan 113",593.76,"✅ OK","53453","53455"
"231_2",28,"Othman Bin Affan 113","Othman Bin Affan 114",716.56,"✅ OK","53455","53457"
"231_2",29,"Othman Bin Affan 114","Othman Bin Affan 115",674.36,"✅ OK","53457","53459"
"231_2",30,"Othman Bin Affan 115","Othman Bin Affan 116",459.69,"✅ OK","53459","53461"
"231_2",31,"Othman Bin Affan 116","Othman Bin Affan 117",451.14,"✅ OK","53461","53463"
"231_2",32,"Othman Bin Affan 117","King Abdullah 315",861.12,"✅ OK","53463","53465"
"250_1",1,"Abu Dhabi Square A","As-Sulaimanyah 608",537.28,"✅ OK","52778","52726"
"250_1",2,"As-Sulaimanyah 608","King Abdulaziz 112",1870.11,"✅ OK","52726","53001"
"250_1",3,"King Abdulaziz 112","Makkah Al Mukarramah 302",1407.15,"✅ OK","53001","53003"
"250_1",4,"Makkah Al Mukarramah 302","Makkah Al Mukarramah 303",1651.63,"✅ OK","53003","53005"
"250_1",5,"Makkah Al Mukarramah 303","Makkah Al Mukarramah 304",982.8,"✅ OK","53005","91003"
"250_1",6,"Makkah Al Mukarramah 304","Makkah Al Mukarramah 305",738.47,"✅ OK","91003","91004"
"250_1",7,"Makkah Al Mukarramah 305","Khurais 301",2537.44,"✅ OK","91004","53007"
"250_1",8,"Khurais 301","Khurais 302",1305.93,"✅ OK","53007","53009"
"250_1",9,"Khurais 302","Khurais 303",1438.84,"✅ OK","53009","53011"
"250_1",10,"Khurais 303","Khurais 304",975.13,"✅ OK","53011","65235"
"250_1",11,"Khurais 304","Khurais 305",334.46,"✅ OK","65235","65234"
"250_1",12,"Khurais 305","Khurais 309",2921,"✅ OK","65234","65432"
"250_1",13,"Khurais 309","Ar-Rimayah 502",4092.67,"✅ OK","65432","54025"
"250_2",1,"Ar-Rimayah 602","Ar-Rimayah 601",465.75,"✅ OK","54027","54026"
"250_2",2,"Ar-Rimayah 601","Khurais 409",4892.79,"✅ OK","54026","67135"
"250_2",3,"Khurais 409","Khurais 403",3670.58,"✅ OK","67135","53012"
"250_2",4,"Khurais 403","Khurais 402",1578.07,"✅ OK","53012","53010"
"250_2",5,"Khurais 402","Khurais 401",1318.25,"✅ OK","53010","53008"
"250_2",6,"Khurais 401","Makkah Al Mukarramah 406",2500.94,"✅ OK","53008","91017"
"250_2",7,"Makkah Al Mukarramah 406","Makkah Al Mukarramah 404",985.93,"✅ OK","91017","91018"
"250_2",8,"Makkah Al Mukarramah 404","Makkah Al Mukarramah 403",1099.39,"✅ OK","91018","53006"
"250_2",9,"Makkah Al Mukarramah 403","Makkah Al Mukarramah 402",1569.97,"✅ OK","53006","53004"
"250_2",10,"Makkah Al Mukarramah 402","King Abdulaziz 212",1414.97,"✅ OK","53004","53002"
"250_2",11,"King Abdulaziz 212","Abu Dhabi Square A",1859.12,"✅ OK","53002","52778"
"280_1",1,"Abu Dhabi Square A","As-Sulaimanyah 608",537.28,"✅ OK","52778","52726"
"280_1",2,"As-Sulaimanyah 608","King Abdulaziz 112",1870.11,"✅ OK","52726","53001"
"280_1",3,"King Abdulaziz 112","Makkah Al Mukarramah 401",882.83,"✅ OK","53001","52802"
"280_1",4,"Makkah Al Mukarramah 401","King Saud 407",1064.94,"✅ OK","52802","52805"
"280_1",5,"King Saud 407","King Saud 405",905.26,"✅ OK","52805","52809"
"280_1",6,"King Saud 405","King Saud 404",581.41,"✅ OK","52809","52811"
"280_1",7,"King Saud 404","King Faisal 101",641.65,"✅ OK","52811","52815"
"280_1",8,"King Faisal 101","King Faisal 103",573.27,"✅ OK","52815","52813"
"280_1",9,"King Faisal 103","King Fahd 207",1063.16,"✅ OK","52813","52814"
"280_1",10,"King Fahd 207","King Saud 403",532.66,"✅ OK","52814","52817"
"280_1",11,"King Saud 403","King Saud 402",454.01,"✅ OK","52817","52819"
"280_1",12,"King Saud 402","King Saud 401",986.7,"✅ OK","52819","52823"
"280_1",13,"King Saud 401","An-Nasiriyah 601",1391.38,"✅ OK","52823","52827"
"280_1",14,"An-Nasiriyah 601","Ar-Rafeah 502",578.29,"✅ OK","52827","52829"
"280_1",15,"Ar-Rafeah 502","Ar-Rafeah 503",433.92,"✅ OK","52829","52831"
"280_1",16,"Ar-Rafeah 503","Ar-Rafeah 504",463.85,"✅ OK","52831","52833"
"280_1",17,"Ar-Rafeah 504","Ar-Rafeah 505",570.29,"✅ OK","52833","52835"
"280_1",18,"Ar-Rafeah 505","Ar-Rafeah 506",429.74,"✅ OK","52835","52031"
"280_1",19,"Ar-Rafeah 506","Ar-Rafeah 507",521.09,"✅ OK","52031","52029"
"280_1",20,"Ar-Rafeah 507","Hudaifa Bin Al Yaman 401",943.36,"✅ OK","52029","52030"
"280_2",1,"Hudaifa Bin Al Yaman 401","Ar-Rafeah 606",501.86,"✅ OK","52030","52032"
"280_2",2,"Ar-Rafeah 606","Ar-Rafeah 605",301.02,"✅ OK","52032","52834"
"280_2",3,"Ar-Rafeah 605","Ar-Rafeah 604",471.42,"✅ OK","52834","52832"
"280_2",4,"Ar-Rafeah 604","Ar-Rafeah 603",626.7,"✅ OK","52832","52830"
"280_2",5,"Ar-Rafeah 603","Ar-Rafeah 602",388.33,"✅ OK","52830","52828"
"280_2",6,"Ar-Rafeah 602","An-Nasiriyah 501",535.17,"✅ OK","52828","52826"
"280_2",7,"An-Nasiriyah 501","An-Nasiriyah 502",512.24,"✅ OK","52826","52824"
"280_2",8,"An-Nasiriyah 502","King Saud 301",1075.22,"✅ OK","52824","52822"
"280_2",9,"King Saud 301","King Saud 302",761.52,"✅ OK","52822","52818"
"280_2",10,"King Saud 302","King Saud 303",593.2,"✅ OK","52818","52816"
"280_2",11,"King Saud 303","King Faisal 101",670.19,"✅ OK","52816","52815"
"280_2",12,"King Faisal 101","King Faisal 103",573.27,"✅ OK","52815","52813"
"280_2",13,"King Faisal 103","Al-Muraba 501",372.26,"✅ OK","52813","52622"
"280_2",14,"Al-Muraba 501","King Faisal 202",850.23,"✅ OK","52622","52812"
"280_2",15,"King Faisal 202","King Saud 304",1124.67,"✅ OK","52812","52810"
"280_2",16,"King Saud 304","King Saud 305",416.89,"✅ OK","52810","52808"
"280_2",17,"King Saud 305","King Saud 406",522.04,"✅ OK","52808","52806"
"280_2",18,"King Saud 406","King Saud 308",687.41,"✅ OK","52806","52804"
"280_2",19,"King Saud 308","Makkah Al Mukarramah 301",849.48,"✅ OK","52804","52801"
"280_2",20,"Makkah Al Mukarramah 301","King Abdulaziz 212",1030.15,"✅ OK","52801","53002"
"280_2",21,"King Abdulaziz 212","Abu Dhabi Square A",1859.12,"✅ OK","53002","52778"
"341_1",1,"KSU 503","KSU 504",1249.8,"✅ OK","54302","54306"
"341_1",2,"KSU 504","King Abdullah 403",402.14,"✅ OK","54306","53846"
"341_1",3,"King Abdullah 403","King Abdullah 402",424.03,"✅ OK","53846","52925"
"341_1",4,"King Abdullah 402","King Khalid 102",1725.72,"✅ OK","52925","54244"
"341_1",5,"King Khalid 102","Al Urubah 302",1262.12,"✅ OK","54244","54242"
"341_1",6,"Al Urubah 302","Al Urubah 303",735.01,"✅ OK","54242","54240"
"341_1",7,"Al Urubah 303","Al Urubah 304",756.39,"✅ OK","54240","54238"
"341_1",8,"Al Urubah 304","Al Urubah 305",934.83,"✅ OK","54238","54234"
"341_1",9,"Al Urubah 305","Al Urubah 306",535.6,"✅ OK","54234","54232"
"341_1",10,"Al Urubah 306","Al Urubah 307",524.84,"✅ OK","54232","54230"
"341_1",11,"Al Urubah 307","Al Urubah 308",468.01,"✅ OK","54230","54228"
"341_1",12,"Al Urubah 308","Al Urubah 309",548.22,"✅ OK","54228","54226"
"341_1",13,"Al Urubah 309","Al Urubah 310",343.6,"✅ OK","54226","54224"
"341_1",14,"Al Urubah 310","Al Urubah 311",410.01,"✅ OK","54224","54222"
"341_1",15,"Al Urubah 311","Al Urubah 312",466.88,"✅ OK","54222","54220"
"341_1",16,"Al Urubah 312","Al Urubah 313",605.55,"✅ OK","54220","54218"
"341_1",17,"Al Urubah 313","Abdulrahman Al Ghafqi 301",6839.66,"✅ OK","54218","54214"
"341_1",18,"Abdulrahman Al Ghafqi 301","Abdulrahman Al Ghafqi 302",773.99,"✅ OK","54214","54212"
"341_1",19,"Abdulrahman Al Ghafqi 302","Abdulrahman Al Ghafqi 303",771.93,"✅ OK","54212","54208"
"341_1",20,"Abdulrahman Al Ghafqi 303","Khalid Bin Al Walid 111",819.53,"✅ OK","54208","91013"
"341_1",21,"Khalid Bin Al Walid 111","Khalid Bin Al Walid 212",1126.68,"✅ OK","91013","54800"
"341_2",1,"Khalid Bin Al Walid 212","Khalid Bin Al Walid 211",907,"✅ OK","54800","91007"
"341_2",2,"Khalid Bin Al Walid 211","Abdulrahman Al Ghafqi 403",921.7,"✅ OK","91007","54207"
"341_2",3,"Abdulrahman Al Ghafqi 403","Abdulrahman Al Ghafqi 402",805.34,"✅ OK","54207","54211"
"341_2",4,"Abdulrahman Al Ghafqi 402","Abdulrahman Al Ghafqi 401",661.94,"✅ OK","54211","54213"
"341_2",5,"Abdulrahman Al Ghafqi 401","Al Urubah 413",6863.72,"✅ OK","54213","54217"
"341_2",6,"Al Urubah 413","Al Urubah 412",383.14,"✅ OK","54217","54219"
"341_2",7,"Al Urubah 412","Al Urubah 411",386.93,"✅ OK","54219","54221"
"341_2",8,"Al Urubah 411","Al Urubah 410",452.89,"✅ OK","54221","54223"
"341_2",9,"Al Urubah 410","Al Urubah 409",327.13,"✅ OK","54223","54225"
"341_2",10,"Al Urubah 409","Al Urubah 408",640.25,"✅ OK","54225","54227"
"341_2",11,"Al Urubah 408","Al Urubah 407",357.89,"✅ OK","54227","54229"
"341_2",12,"Al Urubah 407","Al Urubah 406",512.66,"✅ OK","54229","54231"
"341_2",13,"Al Urubah 406","Al Urubah 405",588.79,"✅ OK","54231","54233"
"341_2",14,"Al Urubah 405","Al Urubah 404",653.72,"✅ OK","54233","54237"
"341_2",15,"Al Urubah 404","Al Urubah 403",884.13,"✅ OK","54237","54239"
"341_2",16,"Al Urubah 403","Al Urubah 401",1150.42,"✅ OK","54239","54241"
"341_2",17,"Al Urubah 401","King Khalid 202",924.76,"✅ OK","54241","54243"
"341_2",18,"King Khalid 202","King Abdullah 301",1235.15,"✅ OK","54243","52924"
"341_2",19,"King Abdullah 301","King Abdullah 302",417.88,"✅ OK","52924","53845"
"341_2",20,"King Abdullah 302","KSU 604",1366.88,"✅ OK","53845","54307"
"341_2",21,"KSU 604","KSU 603",1238.51,"✅ OK","54307","54303"
"342_1",1,"Ar-Rabi 602","King Abdulaziz 210",794.3,"✅ OK","53329","68646"
"342_1",2,"King Abdulaziz 210","King Abdulaziz 209",329.67,"✅ OK","68646","67903"
"342_1",3,"King Abdulaziz 209","King Abdulaziz 208",441.52,"✅ OK","67903","67915"
"342_1",4,"King Abdulaziz 208","Ath Thumamah 403",1192.4,"✅ OK","67915","54760"
"342_1",5,"Ath Thumamah 403","Ath Thumamah 402",710.54,"✅ OK","54760","54759"
"342_1",6,"Ath Thumamah 402","Ath Thumamah 401",647.26,"✅ OK","54759","54756"
"342_1",7,"Ath Thumamah 401","Ath Thumamah 301",1063.72,"✅ OK","54756","53333"
"342_1",8,"Ath Thumamah 301","Ath Thumamah 302",870.67,"✅ OK","53333","54757"
"342_1",9,"Ath Thumamah 302","Ath Thumamah 303",565.06,"✅ OK","54757","54758"
"342_1",10,"Ath Thumamah 303","Ath Thumamah 304",1080.76,"✅ OK","54758","67920"
"342_1",11,"Ath Thumamah 304","Ath Thumamah 305",641.31,"✅ OK","67920","54701"
"342_1",12,"Ath Thumamah 305","Ath Thumamah 306",760.33,"✅ OK","54701","53526"
"342_1",13,"Ath Thumamah 306","Ath Thumamah 307",669.81,"✅ OK","53526","54206"
"342_1",14,"Ath Thumamah 307","Ath Thumamah 308",623.13,"✅ OK","54206","53530"
"342_1",15,"Ath Thumamah 308","Ath Thumamah 309",594.27,"✅ OK","53530","53532"
"342_1",16,"Ath Thumamah 309","Ath Thumamah 310",549.32,"✅ OK","53532","53539"
"342_1",17,"Ath Thumamah 310","Ath Thumamah 312",1290.46,"✅ OK","53539","53538"
"342_1",18,"Ath Thumamah 312","Saeed Bin Zaid 101",2904.64,"✅ OK","53538","54723"
"342_1",19,"Saeed Bin Zaid 101","Saeed Bin Zaid 102",905.06,"✅ OK","54723","68643"
"342_1",20,"Saeed Bin Zaid 102","Saeed Bin Zaid 103",1339.03,"✅ OK","68643","53210"
"342_1",21,"Saeed Bin Zaid 103","Saeed Bin Zaid 104",771.62,"✅ OK","53210","53208"
"342_1",22,"Saeed Bin Zaid 104","Khalid Bin Al Walid 101",599.91,"✅ OK","53208","53206"
"342_1",23,"Khalid Bin Al Walid 101","Khalid Bin Al Walid 102",343.43,"✅ OK","53206","54705"
"342_1",24,"Khalid Bin Al Walid 102","Khalid Bin Al Walid 103",315.24,"✅ OK","54705","53204"
"342_1",25,"Khalid Bin Al Walid 103","Khalid Bin Al Walid 104",697.46,"✅ OK","53204","53202"
"342_1",26,"Khalid Bin Al Walid 104","Al-Hamra 503",988.62,"✅ OK","53202","53101"
"342_1",27,"Al-Hamra 503","Al-Hamra 505",690.03,"✅ OK","53101","53103"
"342_1",28,"Al-Hamra 505","Al-Hamra 506",1481.29,"✅ OK","53103","53105"
"342_1",29,"Al-Hamra 506","Al-Yarmuk 501",478.99,"✅ OK","53105","53107"
"342_1",30,"Al-Yarmuk 501","Ishbiliyah 602",912.08,"✅ OK","53107","53708"
"342_2",1,"Ishbiliyah 602","Al-Hamra 605",1016.39,"✅ OK","53708","53104"
"342_2",2,"Al-Hamra 605","Al-Hamra 604",341.21,"✅ OK","53104","53102"
"342_2",3,"Al-Hamra 604","Khalid Bin Al Walid 204",1485.7,"✅ OK","53102","53201"
"342_2",4,"Khalid Bin Al Walid 204","Khalid Bin Al Walid 203",566.34,"✅ OK","53201","53203"
"342_2",5,"Khalid Bin Al Walid 203","Khalid Bin Al Walid 202",269.98,"✅ OK","53203","54706"
"342_2",6,"Khalid Bin Al Walid 202","Khalid Bin Al Walid 201",372.42,"✅ OK","54706","53205"
"342_2",7,"Khalid Bin Al Walid 201","Saeed Bin Zaid 204",610.89,"✅ OK","53205","53207"
"342_2",8,"Saeed Bin Zaid 204","Saeed Bin Zaid 203",826.63,"✅ OK","53207","53209"
"342_2",9,"Saeed Bin Zaid 203","Qurtubah 602",1029.48,"✅ OK","53209","53211"
"342_2",10,"Qurtubah 602","Qurtubah 601",1061.27,"✅ OK","53211","53215"
"342_2",11,"Qurtubah 601","Ath Thumamah 413",5148.47,"✅ OK","53215","53537"
"342_2",12,"Ath Thumamah 413","Ath Thumamah 411",986.27,"✅ OK","53537","53535"
"342_2",13,"Ath Thumamah 411","Ath Thumamah 408",1823.04,"✅ OK","53535","53529"
"342_2",14,"Ath Thumamah 408","Ath Thumamah 407",610.09,"✅ OK","53529","54205"
"342_2",15,"Ath Thumamah 407","Ath Thumamah 406",4430.36,"✅ OK","54205","53525"
"342_2",16,"Ath Thumamah 406","Ath Thumamah 405",650.1,"✅ OK","53525","54702"
"342_2",17,"Ath Thumamah 405","Ath Thumamah 403",1687.55,"✅ OK","54702","54760"
"342_2",18,"Ath Thumamah 403","Ath Thumamah 402",710.54,"✅ OK","54760","54759"
"342_2",19,"Ath Thumamah 402","Ath Thumamah 401",647.26,"✅ OK","54759","54756"
"342_2",20,"Ath Thumamah 401","Ath Thumamah 301",1063.72,"✅ OK","54756","53333"
"342_2",21,"Ath Thumamah 301","Ath Thumamah 302",870.67,"✅ OK","53333","54757"
"342_2",22,"Ath Thumamah 302","Ath Thumamah 303",565.06,"✅ OK","54757","54758"
"342_2",23,"Ath Thumamah 303","King Abdulaziz 108",994.87,"✅ OK","54758","67912"
"342_2",24,"King Abdulaziz 108","Ar-Rabi 602",3630.76,"✅ OK","67912","53329"
"350_1",1,"National Museum A","King Abdulaziz 215",883.94,"✅ OK","51130","52765"
"350_1",2,"King Abdulaziz 215","Omar Bin Al Khatab 302",688.77,"✅ OK","52765","52769"
"350_1",3,"Omar Bin Al Khatab 302","Omar Bin Al Khatab 303",712.03,"✅ OK","52769","52771"
"350_1",4,"Omar Bin Al Khatab 303","Omar Bin Al Khatab 304",1612.83,"✅ OK","52771","51071"
"350_1",5,"Omar Bin Al Khatab 304","Omar Bin Al Khatab 305",429.79,"✅ OK","51071","51073"
"350_1",6,"Omar Bin Al Khatab 305","Omar Bin Al Khatab 306",802.41,"✅ OK","51073","51075"
"350_1",7,"Omar Bin Al Khatab 306","Omar Bin Al Khatab 307",2029.03,"✅ OK","51075","51077"
"350_1",8,"Omar Bin Al Khatab 307","Omar Bin Al Khatab 308",669.49,"✅ OK","51077","51079"
"350_1",9,"Omar Bin Al Khatab 308","Omar Bin Al Khatab 309",623.85,"✅ OK","51079","51081"
"350_1",10,"Omar Bin Al Khatab 309","Al-Jazeerah 505",669.14,"✅ OK","51081","51083"
"350_1",11,"Al-Jazeerah 505","Al-Jazeerah 506",1433.26,"✅ OK","51083","51085"
"350_1",12,"Al-Jazeerah 506","Haroon Rasheed 205",702.85,"✅ OK","51085","52458"
"350_1",13,"Haroon Rasheed 205","Haroon Rasheed 203",1703.51,"✅ OK","52458","52460"
"350_1",14,"Haroon Rasheed 203","Haroon Rasheed 201",1605.86,"✅ OK","52460","52466"
"350_2",1,"Haroon Rasheed 101","Haroon Rasheed 102",332.42,"✅ OK","52467","52463"
"350_2",2,"Haroon Rasheed 102","Haroon Rasheed 103",639.11,"✅ OK","52463","52461"
"350_2",3,"Haroon Rasheed 103","Haroon Rasheed 104",390.17,"✅ OK","52461","52459"
"350_2",4,"Haroon Rasheed 104","Al-Jazeerah 606",1113.61,"✅ OK","52459","51086"
"350_2",5,"Al-Jazeerah 606","Al-Jazeerah 605",1135.29,"✅ OK","51086","51084"
"350_2",6,"Al-Jazeerah 605","Omar Bin Al Khatab 409",888.84,"✅ OK","51084","51082"
"350_2",7,"Omar Bin Al Khatab 409","Omar Bin Al Khatab 408",648.85,"✅ OK","51082","51080"
"350_2",8,"Omar Bin Al Khatab 408","Omar Bin Al Khatab 406",2589.94,"✅ OK","51080","51076"
"350_2",9,"Omar Bin Al Khatab 406","Omar Bin Al Khatab 405",655.27,"✅ OK","51076","51074"
"350_2",10,"Omar Bin Al Khatab 405","Omar Bin Al Khatab 404",753.05,"✅ OK","51074","51072"
"350_2",11,"Omar Bin Al Khatab 404","Omar Bin Al Khatab 403",1276.07,"✅ OK","51072","52772"
"350_2",12,"Omar Bin Al Khatab 403","Omar Bin Al Khatab 402",528.6,"✅ OK","52772","52770"
"350_2",13,"Omar Bin Al Khatab 402","Omar Bin Al Khatab 401",592.91,"✅ OK","52770","52766"
"350_2",14,"Omar Bin Al Khatab 401","National Museum G",822.28,"✅ OK","52766","MAN-90015"
"430_1",1,"Khalid Bin Alwaleed Road B","Khalid Bin Al Walid 207",1074.03,"✅ OK","MAN-90020","51122"
"430_1",2,"Khalid Bin Al Walid 207","Khalid Bin Al Walid 206",569.07,"✅ OK","51122","51124"
"430_1",3,"Khalid Bin Al Walid 206","Al-Hamra 602",1445.19,"✅ OK","51124","51001"
"430_1",4,"Al-Hamra 602","Al-Hamra 601",720.4,"✅ OK","51001","51003"
"430_1",5,"Al-Hamra 601","Al-Ezdihar 604",1166.12,"✅ OK","51003","51005"
"430_1",6,"Al-Ezdihar 604","Al-Ezdihar 602",710.25,"✅ OK","51005","51007"
"430_1",7,"Al-Ezdihar 602","Al-Ezdihar 601",553.09,"✅ OK","51007","51009"
"430_1",8,"Al-Ezdihar 601","Othman Bin Affan 213",394.22,"✅ OK","51009","53456"
"430_1",9,"Othman Bin Affan 213","Othman Bin Affan 212",792.66,"✅ OK","53456","53454"
"430_1",10,"Othman Bin Affan 212","Othman Bin Affan 112",830.72,"✅ OK","53454","53453"
"430_1",11,"Othman Bin Affan 112","Othman Bin Affan 113",593.76,"✅ OK","53453","53455"
"430_1",12,"Othman Bin Affan 113","Al-Nuzha 602",702.05,"✅ OK","53455","51011"
"430_1",13,"Al-Nuzha 602","Al-Nuzha 601",1130.18,"✅ OK","51011","51013"
"430_1",14,"Al-Nuzha 601","Al-Maseef 602",987.27,"✅ OK","51013","51015"
